== L1: in-engine tests (headless godot, one boot) ==
[BUILD] HEAD is fe00a1cd, assembly was built from 68e9012018d44f4095727fda23a13776dec1f89e -- forcing a cold compile
[TEST] props.toaster_lever                        | PASS | 0.01s (13 checks)
[TEST] props.toaster_pops_bread                   | PASS | 0.01s (16 checks)
[TEST] props.traffic_light_cycle                  | PASS | 7.42s (26 checks)
[TEST] props.traffic_light_head_split             | PASS | 0.00s (16 checks)
[TEST] props.traffic_light_lens_split             | PASS | 0.00s (23 checks)
[TEST] props.traffic_light_no_battery             | PASS | 1.61s (4 checks)
[TEST] props.traffic_light_shoot_out              | PASS | 0.12s (16 checks)
[TEST] props.traffic_light_side_road_data         | PASS | 0.01s (6 checks)
[TEST] radio.switch_and_feed                      | PASS | 0.42s (19 checks)
[TEST] rain.car_audio                             | PASS | 0.19s (8 checks)
[TEST] rain.indoor_audible                        | PASS | 0.09s (7 checks)
[TEST] rain.surface_audio                         | PASS | 0.13s (30 checks)
[TEST] review.animal_catalog_species              | PASS | 0.00s (6 checks)
[TEST] river.overhang_probe                       | PASS | 0.46s (5 checks)
[TEST] shelf.collider_two_sided                   | PASS | 0.01s (2 checks)
[TEST] sim.freeze_mode                            | PASS | 3.37s (9 checks)
[TEST] skills.grid_xp_mastery                     | PASS | 0.00s (23 checks)
[TEST] step.gap_is_not_a_step                     | PASS | 4.42s (1 checks)
[TEST] step.rise_matches_the_obstacle             | PASS | 1.98s (4 checks)
[TEST] step.walkable_slope_is_not_a_step          | PASS | 4.97s (2 checks)
[TEST] structure.aimed_actions                    | PASS | 0.69s (15 checks)
[TEST] structure.barricade_seam                   | PASS | 0.08s (21 checks)
[TEST] structure.build_input                      | PASS | 0.82s (19 checks)
[TEST] structure.charge_raid                      | PASS | 0.31s (8 checks)
[TEST] structure.damage_save                      | PASS | 0.08s (17 checks)
[TEST] structure.doorway                          | PASS | 0.04s (16 checks)
[TEST] structure.explosion                        | PASS | 0.24s (13 checks)
[TEST] structure.explosion_order                  | PASS | 0.12s (5 checks)
[TEST] structure.high_ground                      | PASS | 0.04s (10 checks)
[TEST] structure.lattice                          | PASS | 0.01s (32 checks)
[TEST] structure.query                            | PASS | 0.01s (7 checks)
[TEST] structure.repair_salvage                   | PASS | 0.12s (17 checks)
[TEST] structure.review_regressions               | PASS | 0.12s (16 checks)
[TEST] survival.fridge_preserves                  | PASS | 0.18s (8 checks)
[TEST] tank.differential_steer                    | PASS | 7.99s (7 checks)
[TEST] terrain.authored_cuts_apply                | PASS | 0.12s (13 checks)
[TEST] terrain.collider_matches_sampled_height    | PASS | 0.14s (8 checks)
[TEST] terrain.hole_collider_matches_mesh         | PASS | 0.20s (9 checks)
[TEST] terrain.surface                            | PASS | 0.10s (82 checks)
[TEST] thermal.field_line_of_sight                | PASS | 0.35s (8 checks)
[TEST] throwable.equip_throw_effect               | PASS | 16.94s (33 checks)
[TEST] tickhub.wiring                             | PASS | 1.85s (4 checks)
[TEST] tickhub.worlditem                          | PASS | 1.22s (5 checks)
[TEST] trap.charge_detonate                       | PASS | 0.02s (2 checks)
[TEST] trap.charge_detonate_all                   | PASS | 0.05s (3 checks)
[TEST] trap.charge_raid                           | PASS | 0.06s (2 checks)
[TEST] trap.charge_shot                           | PASS | 0.02s (2 checks)
[TEST] trap.detonator                             | PASS | 0.24s (4 checks)
[TEST] trap.landmine_player                       | PASS | 0.19s (3 checks)
[TEST] trap.landmine_shot                         | PASS | 0.01s (2 checks)
[TEST] trap.landmine_structure                    | PASS | 0.02s (2 checks)
[TEST] trap.spike_no_blast                        | PASS | 0.06s (3 checks)
[TEST] trap.spike_player                          | PASS | 0.21s (1 checks)
[TEST] tree.harvest                               | PASS | 0.10s (6 checks)
[TEST] tree.impostor_handover                     | PASS | 0.39s (6 checks)
[TEST] tree.stump_collision                       | PASS | 0.10s (12 checks)
[TEST] tv.broken_kills_screen                     | PASS | 0.30s (7 checks)
[TEST] tv.crt_collapse                            | PASS | 0.00s (21 checks)
[TEST] tv.crt_desync                              | PASS | 0.26s (17 checks)
[TEST] tv.glass_color                             | PASS | 0.10s (11 checks)
[TEST] tv.input_banner                            | PASS | 22.80s (45 checks)
[TEST] tv.monitors_and_power_io                   | PASS | 0.04s (190 checks)
[TEST] tv.monitors_live                           | PASS | 9.31s (167 checks)
[TEST] tv.mono_set                                | PASS | 0.07s (18 checks)
[TEST] tv.screen_composite                        | PASS | 0.01s (17 checks)
[TEST] tv.screen_material                         | PASS | 0.01s (56 checks)
[TEST] tv.shoot_screen_out                        | PASS | 0.26s (19 checks)
[TEST] ui.attachment_orbit                        | PASS | 0.00s (18 checks)
[TEST] ui.outline_focus_color                     | PASS | 0.08s (13 checks)
[TEST] unify.animal_materialize                   | PASS | 0.36s (9 checks)
[TEST] unify.container_loot                       | PASS | 0.34s (2 checks)
[TEST] unify.container_materialize                | PASS | 0.32s (7 checks)
[TEST] unify.crop_client_harvest                  | PASS | 1.00s (12 checks)
[TEST] unify.crop_harvest_no_double               | PASS | 0.66s (6 checks)
[TEST] unify.crop_harvest_yield                   | PASS | 1.24s (11 checks)
[TEST] unify.crop_view                            | PASS | 2.08s (8 checks)
[TEST] unify.damage_explosion                     | PASS | 0.18s (5 checks)
[TEST] unify.damage_fall                          | PASS | 0.86s (8 checks)
[TEST] unify.damage_oob                           | PASS | 0.42s (5 checks)
[TEST] unify.damage_spawn_window                  | PASS | 0.38s (4 checks)
[TEST] unify.death_respawn_local_clock            | PASS | 4.17s (7 checks)
[TEST] unify.death_respawn_recov                  | PASS | 7.90s (16 checks)
[TEST] unify.default_flip                         | PASS | 0.00s (8 checks)
[TEST] unify.deploy_consume_parity                | PASS | 0.22s (16 checks)
[TEST] unify.deploy_pickup                        | PASS | 0.34s (7 checks)
[TEST] unify.dropped_item_falls                   | PASS | 2.61s (5 checks)
[TEST] unify.fine_vitals_loopback_starve          | PASS | 3.41s (8 checks)
[TEST] unify.fine_vitals_starve                   | PASS | 27.05s (20 checks)
[TEST] unify.gaspump_fixture_extract              | PASS | 0.93s (12 checks)
[TEST] unify.grid_power_fixture                   | PASS | 0.31s (15 checks)
[TEST] unify.host_seat_arbitration                | PASS | 0.43s (17 checks)
[TEST] unify.inventory_authority                  | PASS | 1.12s (22 checks)
[TEST] unify.loopback_upgrade_skill               | PASS | 0.32s (6 checks)
[TEST] unify.passive_loot_single                  | PASS | 0.24s (12 checks)
[TEST] unify.player_appearance                    | PASS | 0.60s (7 checks)
[TEST] unify.storage_close_no_loss                | PASS | 0.31s (6 checks)
[TEST] unify.use_button_consume                   | PASS | 1.41s (9 checks)
[TEST] unify.vitals_adopt                         | PASS | 4.32s (14 checks)
[TEST] unify.worlditem_consume                    | PASS | 1.00s (15 checks)
[TEST] vehicle.access                             | PASS | 2.55s (16 checks)
[TEST] vehicle.boat_hull                          | PASS | 77.64s (14 checks)
[TEST] vehicle.boat_hull_probe                    | PASS | 0.00s (1 checks)
[TEST] vehicle.boat_slice_sweep                   | PASS | 0.00s (1 checks)
[TEST] vehicle.boat_turn_sweep                    | PASS | 0.00s (1 checks)
[TEST] vehicle.car_handling                       | PASS | 76.24s (7 checks)
[TEST] vehicle.drivetrain                         | PASS | 156.09s (50 checks)
[TEST] vehicle.glass                              | PASS | 3.69s (30 checks)
[TEST] vehicle.heli_angular_damp                  | PASS | 8.03s (3 checks)
[TEST] vehicle.heli_axis_probe                    | PASS | 6.38s (4 checks)
[TEST] vehicle.heli_energy_redirect               | PASS | 4.23s (3 checks)
[TEST] vehicle.heli_flight                        | PASS | 244.16s (103 checks)
[TEST] vehicle.heli_lift                          | PASS | 43.70s (14 checks)
[TEST] vehicle.heli_parts                         | PASS | 45.64s (99 checks)
[TEST] vehicle.heli_phys_knobs                    | PASS | 148.30s (8 checks)
[TEST] vehicle.heli_sling                         | PASS | 69.62s (21 checks)
[TEST] vehicle.heli_speed                         | PASS | 206.35s (47 checks)
[TEST] vehicle.heli_turbulence                    | PASS | 59.97s (5 checks)
[TEST] vehicle.lamps                              | PASS | 3.37s (27 checks)
[TEST] vehicle.mesh_hitbox                        | PASS | 22.26s (36 checks)
[TEST] vehicle.npc_heli                           | PASS | 69.97s (8 checks)
[TEST] vehicle.npc_heli_turret                    | PASS | 102.82s (36 checks)
[TEST] vehicle.offroad_grip                       | PASS | 27.61s (25 checks)
[TEST] vehicle.parked_physics                     | PASS | 49.96s (6 checks)
[TEST] vehicle.plane_chase_cam                    | PASS | 0.30s (15 checks)
[TEST] vehicle.plane_dive                         | PASS | 0.17s (6 checks)
[TEST] vehicle.rollover                           | PASS | 64.33s (2 checks)
[TEST] vehicle.rope_tow_attach_detach             | PASS | 1.02s (9 checks)
[TEST] vehicle.rope_tow_breaks                    | PASS | 1.03s (3 checks)
[TEST] vehicle.rope_tow_debuff                    | PASS | 0.99s (3 checks)
[TEST] vehicle.rope_tow_no_attach_yank            | PASS | 1.58s (3 checks)
[TEST] vehicle.rope_tow_node_hiding               | PASS | 0.98s (10 checks)
[TEST] vehicle.rope_tow_pulls                     | PASS | 3.99s (5 checks)
[TEST] vehicle.rope_tow_remote_tie                | PASS | 3.20s (15 checks)
[TEST] vehicle.rope_tow_replicates                | PASS | 1.21s (13 checks)
[TEST] vehicle.rope_tow_scan_finds_puppets        | PASS | 1.62s (10 checks)
[TEST] vehicle.sam_site                           | PASS | 0.56s (31 checks)
[TEST] vehicle.seats                              | PASS | 9.95s (155 checks)
[TEST] vehicle.ship_deck_probe                    | PASS | 87.70s (19 checks)
[TEST] vehicle.ship_hull_1to1                     | PASS | 0.91s (12 checks)
[TEST] vehicle.ship_ladder                        | PASS | 29.72s (12 checks)
[TEST] vehicle.ship_orca_landing                  | PASS | 38.06s (7 checks)
[TEST] vehicle.ship_player_deck                   | PASS | 45.62s (9 checks)
[TEST] vehicle.spawn_clear_of_player              | PASS | 2.19s (5 checks)
[TEST] vehicle.spraypaint                         | PASS | 0.01s (23 checks)
[TEST] vehicle.tires                              | PASS | 1.70s (31 checks)
[TEST] vehicle.trailers                           | FAIL | large runs two axles, four passive wheels at two distinct Z (0.36s)
         ✗ large runs two axles, four passive wheels at two distinct Z
         repro: ./test.sh --l1 --only vehicle.trailers   (seed 13104519336190721297)
[TEST] vehicle.wagon                              | PASS | 0.08s (35 checks)
[TEST] vehicle.water_swamp                        | PASS | 21.37s (12 checks)
[TEST] vehicle.wreck_goes_dark_and_stays_dark     | PASS | 10.90s (9 checks)
[TEST] viewmodel.held_part_hierarchy              | PASS | 0.19s (14 checks)
[TEST] viewmodel.inspect_sprint                   | PASS | 0.14s (11 checks)
[TEST] viewmodel.sway_inertia                     | PASS | 0.00s (14 checks)
[TEST] vitals.consume_effects                     | PASS | 0.09s (10 checks)
[TEST] weather.console                            | PASS | 0.24s (7 checks)
[TEST] weather.drives_rain                        | PASS | 33.74s (7 checks)
[TEST] weather.lightning_gating                   | PASS | 18.10s (7 checks)
[TEST] world.day_length                           | PASS | 0.01s (10 checks)
[TEST] world.hedge_wind                           | PASS | 0.00s (10 checks)
[TEST] world.proc_island                          | PASS | 1.49s (38 checks)
[TEST] world.resource_index_space                 | PASS | 0.55s (6 checks)
[TEST] world.tree_hit_shake                       | PASS | 2.37s (7 checks)
[TEST] world.tree_sink                            | PASS | 0.37s (13 checks)
[TEST] zombie.toggle_singleplayer                 | PASS | 18.81s (6 checks)
[TEST] net.vehicle_drive_sync_ackgap              | PASS | 7.66s (10 checks)
[TEST] net.vehicle_exit_during_ackgap             | PASS | 12.98s (17 checks)
[SUITE] L1 in-engine | FAIL | 1 failed, 548 passed
[SUMMARY] TOTAL: 548 passed, 1 failed | first failure: vehicle.trailers | FAILURES | trx: .testresults
